Date,Fare,Notes,Segment,Station,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,_page,_page_desc
,,,Rockaways Opened 6/28/56,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4194007,4158062,3825041,3939546,4027732,4127593,4367544,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Ocean Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572328,526601,470598,454865,425842,484062,507354,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Brighton Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072241,2145930,2003063,2020620,1877533,1917914,1921020,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Sheepshead Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750020,2672197,2518126,2396230,2292147,2281855,2289195,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Neck Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818725,780008,760719,760507,738654,803445,815115,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Ave. U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514465,1442782,1399892,1365225,1314044,1368698,1426828,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Kings Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808567,3880440,3620549,3377313,3123491,3127290,3164312,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Ave. M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102091,1015147,961783,912903,848433,910627,954135,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Ave. J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332144,1281796,1247876,1218551,1229737,1178674,1226927,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Ave. H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633019,680076,602555,582259,534008,556976,510110,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Newkirk Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377489,2464665,2336621,2298449,2153610,2284684,2287554,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Cortelyou Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230700,1206256,1213098,1207367,1280924,1269379,1259014,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Beverley Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614103,470086,583538,594463,605863,626463,598773,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Church Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4055203,4200451,4139959,4110395,4022824,4088939,4064644,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Parkside Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327373,1265368,1337919,1315720,1056877,1158179,1152349,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Prospect Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046611,2149552,2070318,2036169,1985079,2102960,1894008,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,7 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632527,1653045,1967217,1390454,1134083,1176827,1241569,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Brighton,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27887606,27634600,26727850,26006021,24423131,25053087,25313456,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Franklin Ave.,Dean St. (Closed 9/9/95),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33383,38916,34219,39537,39492,45728,43919,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Franklin Ave.,Park Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165579,197186,171826,168869,154735,146829,130973,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Franklin Ave.,Botanic Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117036,145585,132601,139852,131790,133939,135107,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Franklin Ave.,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315998,381687,338646,348258,326017,326496,309999,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,95 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611948,1557938,1458547,1340320,1306606,1287072,1122975,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,86 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502938,1475588,1378348,1299819,1290619,1234485,1125936,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,77 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248489,1216568,1129066,1024886,1017538,1005247,942365,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,Bay Ridge Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627711,1563960,1485510,1427298,1394830,1402155,1306596,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,59 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566803,1614617,1597036,1596816,1643291,1677472,1820877,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,53 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088007,1141757,1135878,1145927,1223599,1371647,1446662,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,45 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052625,1110254,1115759,1138557,1157982,1210458,1191466,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,36 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710918,1709837,1662015,1668328,1683750,1717974,1733508,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,25 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482710,470202,463002,463002,495287,540995,558440,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,Prospect Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781463,789387,767375,780885,798925,814463,823985,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,Union St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971657,998870,966576,962900,953298,959653,922591,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,4 Ave.,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13645269,13648978,13162012,12926292,12965774,13221621,12992254,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,86 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519949,507916,472922,455746,480803,308318,328199,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,Ave. U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494584,462361,439366,434750,434750,400522,422402,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,Kings Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865205,814820,767981,728552,643167,568621,596946,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,Bay Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108227,1076965,1031164,1015274,938157,830618,858724,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,20 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992272,952833,562633,558225,624223,655359,668543,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,18 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894190,881345,855243,819157,746057,627982,663933,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,Ft. Hamilton Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031341,992333,969060,914125,854752,781681,798357,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,8 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993038,1020062,1040484,1034087,982647,864129,967552,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Sea Beach,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6498806,6337245,6138853,5940978,5404556,4747230,5024750,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,Bay 50 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499498,462319,414612,427199,447972,492833,477294,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,25 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625171,583467,534467,531423,530108,630862,602679,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,Bay Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181129,1132482,1092575,1074850,1084479,1112567,1081363,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,20 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885398,858984,819592,805407,817612,849380,862587,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,18 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740338,705097,694855,704346,746553,777590,738343,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,79 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811885,779672,747389,717920,722011,733551,694576,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,71 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656538,613216,572411,565405,614049,710433,713325,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,62 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691359,680335,604993,545853,571513,531374,539469,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,50 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920742,663746,794737,747499,724231,718524,725511,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,Ft. Hamilton Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961230,920615,844944,813287,797321,758818,997010,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,9 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794610,814060,812002,812217,815955,911564,927918,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,West End,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8865898,8459893,7979897,7781855,7885693,8227359,8218075,,,,,,,,35,"Annual Registrations by Station 1940 to 1995 - Left side covering years 1982-1988, Page 55"
,,,Rockaways Opened 6/28/56,Rockaway Park/Beach 116 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245887,218219,232315,241032,298592,308023,317630,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Beach 105 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58396,52593,54638,53246,62521,61282,64242,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Beach 98 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93960,88442,100387,93552,109338,109168,117949,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Beach 90 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197723,200695,213523,237467,251934,246617,270681,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Far Rockaway (Opened 1/16/58),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922296,884563,827996,857954,933400,968200,977457,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Beach 25 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467925,431400,399498,398830,407092,426780,434026,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Beach 36 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131531,119972,113548,89814,99031,97961,94510,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Beach 44 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115315,102750,93115,89814,99031,97961,94510,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Beach 60 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576813,523623,469429,482835,511257,510056,497263,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Beach 67 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339427,333586,312636,317287,341508,336447,350718,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Broad Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64596,60680,61259,39104,60368,60363,67773,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Howard Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788567,659040,612475,619859,655633,733668,818302,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Aqueduct/North Conduit Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154895,187023,237402,237040,244525,242601,253863,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Aqueduct Racetrack (Opened 9/14/59),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145863,83522,0,0,0,0,4433,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Rockaways Opened 6/28/56,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4333102,3946081,3823291,3807065,4115151,4246530,4400288,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Ocean Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531204,505708,518123,529782,578007,576073,421468,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Brighton Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061996,2070061,2025129,2035032,2016292,1984723,2017355,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Sheepshead Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351258,2364166,2301120,2336721,2369094,2353526,2343680,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Neck Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791295,787255,765056,798108,780408,892261,870450,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Ave. U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400242,1239689,1211768,1263612,1317734,1458305,1530465,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Kings Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324466,3429939,3279250,3306116,3426174,3289760,3260480,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Ave. M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978039,964339,907673,915791,922510,1038485,1076933,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Ave. J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215700,1145872,1103127,1103127,1121635,1168943,,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Ave. H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531272,496829,460360,447380,463405,589134,536389,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Newkirk Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157911,2135549,2019031,2001959,2013612,1880593,1909270,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Cortelyou Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236093,1232010,1232016,1232016,1235275,1249375,1497351,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Beverley Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621062,578285,531203,513758,569189,488928,523130,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Church Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960171,3761594,3539127,3523236,3520741,3440680,3448254,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Parkside Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193141,1099353,1018859,1099353,943835,1256404,1257180,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Prospect Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782195,1695117,1574114,1565184,1473920,1869880,1238744,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,7 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347281,1534140,1510899,1664965,1740828,1902448,1754645,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Brighton,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25489077,25016406,23910674,24133497,24336809,34965508,24423603,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Franklin Ave.,Dean St. (Closed 9/9/95),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43142,38012,28815,28580,30296,29870,19422,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Franklin Ave.,Park Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118910,121866,116592,121652,136553,139766,154501,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Franklin Ave.,Botanic Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125757,125726,113922,114183,128700,130692,125362,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Franklin Ave.,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287809,285684,259281,264515,295579,307472,299345,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,95 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189906,1193587,1224684,1265915,1313818,1424865,1384585,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,86 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201326,1187104,1178159,1204428,1320760,1448566,1452193,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,77 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934727,913661,906826,931259,987799,1070229,1058698,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,Bay Ridge Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334342,1340339,1330856,1329587,1391856,1834789,1400392,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,59 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796389,1701298,1659699,1580348,1630055,1726867,1743591,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,53 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492015,1445933,1448212,1493513,1582544,1614114,1513678,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,45 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329972,1303814,1468038,1305354,1340782,1427677,1389694,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,36 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705816,1622016,1581278,1586318,1650008,1799141,1846225,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,25 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598519,594762,567776,602069,625988,687467,738234,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,Prospect Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880906,844929,845295,830342,883393,948026,990381,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,Union St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963705,950723,862023,692584,978323,1065640,1105549,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,4 Ave.,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13428023,13119260,12833762,12822617,13715326,14697381,14707420,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
